ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Type,Regions,category
0001,3-4 Sit-up,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,,,strength
0002,45 degrees Side Bend,Strength,Waist,Body weight,Male,,,,,strength
0003,Air bike,Strength,Waist,Body weight,Male,Obliques,"Gluteus Maximus, Quadriceps, Rectus Abdominis",,,strength
0006,Alternate Heel Touchers,Strength,Waist,Body weight,Male,,,,,strength
0009,Assisted Chest Dip (kneeling),Strength,Chest,Hammerstrength Machine,Male,,,,,strength
0015,Assisted Parallel Close Grip Pull-up,Strength,Back,Pull up Bar,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Teres Major, Teres Minor, Trapezius Middle Fibers, Trapezius Upper Fibers",,,strength
0017,Assisted Pull-up,Strength,Back,Pull up Bar,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Middle Fibers, Trapezius Upper Fibers",,,strength
0019,Assisted Triceps Dip (kneeling),Strength,Upper Arms,Hammerstrength Machine,Male,,,,,strength
0022,Barbell Pullover To Press,Strength,Back,Barbells,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Trapezius Middle Fibers, Trapezius Upper Fibers",,,strength
0023,Barbell Alternate Biceps Curl,Strength,Upper Arms,Barbells,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
0025,Barbell Bench Press,Strength,Chest,Barbells/Flat Bench,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
0026,Barbell Bench Squat,Strength,Hips,Barbells,Male,Quadriceps,"Adductor Magnus, Soleus",,,strength
0027,Barbell Bent Over Row,Strength,Back,Barbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
0028,Barbell Clean and Press,Strength,Shoulders,Barbells,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",,,,strength
0029,Barbell Clean-grip Front Squat,Strength,Thighs,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0030,Barbell Close-Grip Bench Press,Strength,Upper Arms,Barbells/Flat Bench,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,,strength
0031,Barbell Curl,Strength,Upper Arms,Barbells,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
0032,Barbell Deadlift,Strength,Hips,Barbells,Male,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus",,,strength
0033,Barbell Decline Bench Press,Strength,Chest,Barbells/Decline Bench,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
0038,Barbell Drag Curl,Strength,Upper Arms,Barbells,Male,Biceps Brachii,"Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Posterior",,,strength
0039,Barbell Front Chest Squat,Strength,Thighs,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0041,Barbell Front Raise,Strength,Shoulders,Barbells,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
0042,Barbell Front Squat,Strength,Hips,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0043,Barbell Full Squat,Strength,Thighs,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0044,Barbell Good Morning,Strength,Thighs,Barbells,Male,Hamstrings,"Adductor Magnus, Gluteus Maximus",,,strength
0045,Barbell Guillotine Bench Press,Strength,Chest,Barbells/Flat Bench,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
0046,Barbell Hack Squat,Strength,Hips,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0047,Barbell Incline Bench Press,Strength,Chest,Barbells/Incline Bench,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",,,strength
0049,Barbell Incline Row,Strength,Back,Barbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Minor , Tibialis Anterior, Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",,,strength
0051,Barbell Jefferson Squat,Strength,Thighs,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0052,Barbell JM Bench Press,Strength,Upper Arms,Barbells/Flat Bench,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",,,strength
0053,Barbell Jump Squat,Aerobic,Plyometrics,Barbells/Squat Rack,Male,,,,,strength
0054,Barbell Lunge,Strength,Thighs,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0055,Barbell Lying Close-grip Press,Strength,Upper Arms,Barbells,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",,,strength
0057,Barbell Lying extension,Strength,Upper Arms,Barbells,Male,Triceps Brachii,,,,strength
0060,Barbell Lying Triceps Extension Skull Crusher,Strength,Upper Arms,Barbells,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,,strength
0064,Barbell One Arm Bent over Row,Strength,Back,Barbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0065,Barbell One Arm Floor Press,Strength,Upper Arms,Barbells,Male,Triceps Brachii,Deltoid Posterior,,,strength
0066,Barbell One Arm Side Deadlift,Strength,Thighs,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0068,Barbell One Leg Squat,Strength,Thighs,Barbells/Squat Rack,Male,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",,,strength
0069,Barbell Overhead Squat,Strength,Thighs,Barbells/Squat Rack,Male,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",,,strength
0070,Barbell Preacher Curl,Strength,Upper Arms,Barbells,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
0072,Barbell Prone Incline Curl,Strength,Upper Arms,Barbells,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
0074,Barbell Rack Pull,Strength,Hips,Barbells/Squat Rack,Male,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",,,strength
0075,Barbell Rear Delt Raise,Strength,Shoulders,Barbells,Male,Deltoid Posterior ,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Lateral, Levator Scapulae, Trapezius Upper Fibers, Wrist Flexors",,,strength
0076,Barbell Rear Delt Row,Strength,Shoulders,Barbells,Male,Deltoid Posterior ,"Brachialis, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0077,Barbell Rear Lunge,Strength,Thighs,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0078,Barbell Rear Lunge,Strength,Thighs,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0079,Barbell Revers Wrist Curl,Strength,Forearms,Barbells,Male,Wrist Extensors,,,,strength
0080,Barbell Reverse Curl,Strength,Forearms,Barbells,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
0081,Barbell Reverse Preacher Curl,Strength,Forearms,Barbells,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
0082,Barbell Reverse Wrist Curl,Strength,Forearms,Barbells,Male,Wrist Extensors,,,,strength
0084,Barbell Rollout,Strength,Hips,Barbells,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Pectineous, Pectoralis Major Sternal Head, Sartorius, Tensor Fasciae Latae, Teres Major",,,strength
0085,Barbell Romanian Deadlift,Strength,Hips,Barbells,Male,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",,,strength
0086,Barbell Seated Behind Head Military Press,Strength,Shoulders,Barbells,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
0088,Barbell Seated Calf Raise,Strength,Calves,Barbells,Male,Gastrocnemius,Soleus,,,strength
0089,Barbell Seated Close-grip Concentration Curl,Strength,Upper Arms,Barbells,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
0090,Barbell Seated Good morning,Strength,Hips,Barbells,Male,,,,,strength
0091,Barbell Seated Overhead Press,Strength,Shoulders,Barbells,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
0092,Barbell Seated Overhead Triceps Extension,Strength,Upper Arms,Barbells,Male,Triceps Brachii,,,,strength
0094,Barbell Seated Twist,Strength,Waist,Barbells,Male,,,,,strength
0095,Barbell Shrug,Strength,Back,Barbells,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",,,strength
0096,Barbell Side Bent,Strength,Waist,Barbells,Male,,,,,strength
0097,Barbell Side Split Squat,Strength,Thighs,Barbells/Squat Rack,Male,,,,,strength
0099,Barbell Single Leg Split Squat,Strength,Hips,Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0102,Barbell Squat (on knees),Strength,Thighs,Barbells/Squat Rack,Male,,,,,strength
0104,Barbell Standing Back Wrist Curl,Strength,Forearms,Barbells,Male,Wrist Flexors,,,,strength
0106,Barbell Standing Close Grip Curl,Strength,Upper Arms,Barbells,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
0108,Barbell Standing Leg Calf Raise,Strength,Calves,Barbells,Male,Gastrocnemius,Soleus,,,strength
0112,Barbell Standing Twist,Strength,Waist,Barbells,Male,,,,,strength
0113,Barbell Standing Wide-grip Curl,Strength,Upper Arms,Barbells,Male,"Biceps Brachii, Brachialis",Brachioradialis,,,strength
0114,Barbell Step-up,Strength,Thighs,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0116,Barbell Straight Leg Deadlift,Strength,Thighs,Barbells,Male,"Erector Spinae, Hamstrings","Adductor Magnus, Gluteus Maximus",,,strength
0117,Barbell Sumo Deadlift,Strength,Hips,Barbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",,,strength
0118,Barbell Reverse Grip Bent over Row,Strength,Back,Barbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0120,Barbell Upright Row,Strength,Shoulders,Barbells,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0121,Barbell Upright Row,Strength,Shoulders,Barbells,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0122,Barbell Wide Bench Press,Strength,Chest,Barbells/Flat Bench,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
0123,Barbell Wide-grip Upright Row,Strength,Shoulders,Barbells,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0124,Barbell Wide Squat,Strength,Thighs,Barbells/Squat Rack,Male,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",,,strength
0125,Barbell Wrist Curl,Strength,Forearms,Barbells,Male,Wrist Flexors,,,,strength
0128,Battling Ropes,Strength,Shoulders,Battle Ropes,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0129,Bench Dip (knees bent),Strength,Upper Arms,Flat Bench,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Sternal Head",,,strength
0130,Bench Hip Extension,Strength,Hips,Body weight,Male,,,,,strength
0137,Body-Up,Strength,Upper Arms,Body weight,Male,,,,,strength
0138,Bottoms-Up,Strength,Waist,Body weight,Male,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",,,strength
0149,Cable Alternate Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0150,Cable Bar Lateral Pulldown,Strength,Back,Lat Pulldown Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0151,Cable Bench Press,Strength,Chest,Flat Bench,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
0152,Cable Concentration Extension (on knee),Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0153,Cable Cross-over Lateral Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0154,Cable Cross-over Revers Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0157,Cable Deadlift,Strength,Thighs,Cable,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
0158,Cable Decline Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",,,strength
0159,Cable Decline Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
0161,Cable Forward Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
0162,Cable Front Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
0164,Cable Front Shoulder Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
0165,Cable Hammer Curl (with rope),Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
0167,Cable High Row (kneeling),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
0168,Cable Hip Adduction,Strength,Thighs,Cable,Male,Adductor Longus,"Adductor Brevis, Adductor Magnus, Gracilis",,,strength
0169,Cable Incline Bench Press,Strength,Chest,Incline Bench,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",,,strength
0170,Cable Incline Fly (on stability ball),Strength,Chest,Cable/Stability (Swiss) Ball,Male,,,,,strength
0171,Cable Incline Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",,,strength
0172,Cable Incline Pushdown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major",,,strength
0173,Cable Incline Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0175,Cable Kneeling Crunch,Strength,Waist,Cable,Male,,,,,strength
0176,Cable Kneeling Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0177,Cable Lateral Pulldown (with rope attachment),Strength,Back,Cable,Male,,,,,strength
0178,Cable Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",,,strength
0179,Cable Low Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",,,strength
0180,Cable Low Seated Row,Strength,Back,Row Machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0184,Cable Lying Extension Pullover (with rope attachment),Strength,Back,Cable,Male,,,,,strength
0185,Cable Lying Fly,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",,,strength
0187,Cable Lying Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0188,Cable Middle Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head",,,strength
0189,Cable One Arm Bent over Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0190,Cable One Arm Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
0191,Cable One Arm Lateral Bent over,Strength,Back,Cable,Male,,,,,strength
0192,Cable One Arm Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",,,strength
0194,Cable Overhead Triceps Extension (rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0195,Cable Preacher Curl,Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis",,,strength
0196,Cable Pull Through (with rope),Strength,Hips,Cable,Male,Gluteus Maximus,"Erector Spinae, Hamstrings",,,strength
0197,Cable Wide Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0198,Cable Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0199,Cable Pushdown (straight arm),Strength,Back,Cable,Male,,,,,strength
0200,Cable Pushdown (with rope attachment),Strength,Upper Arms,Cable,Male,,,,,strength
0201,Cable Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0203,Cable Rear Delt Row (with rope),Strength,Shoulders,Cable,Male,,,,,strength
0204,Cable Rear Drive,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Posterior, Teres Major",,,strength
0205,Cable Rear Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers",,,strength
0207,Cable Reverse-grip Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0208,Cable Reverse-grip Straight Back Seated High Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
0209,Cable Reverse Preacher Curl,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",,,strength
0210,Cable Reverse Wrist Curl,Strength,Forearms,Cable,Male,Wrist Extensors,,,,strength
0212,Cable Seated Crunch,Strength,Waist,Cable,Male,,,,,strength
0213,Cable Seated High Row (V-bar),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0214,Cable Seated One Arm Alternate Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0215,Cable Seated Rear Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0218,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
0219,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
0220,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,,,strength
0222,Cable Side Bend,Strength,Waist,Cable,Male,,,,,strength
0223,Cable Side Crunch,Strength,Waist,Cable,Male,Obliques,,,,strength
0225,Cable Standing Cross-over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0227,Cable Standing Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head",,,strength
0228,Cable Standing Hip Extension,Strength,Hips,Cable,Male,,,,,strength
0229,Cable Standing Inner Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,Brachialis,,,strength
0230,Cable Standing Lift,Strength,Waist,Cable,Male,Obliques,"Deltoid Posterior, Latissimus Dorsi, Serratus Anterior, Teres Major",,,strength
0231,Cable Standing One Arm Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0232,Cable Standing Pulldown (with rope),Strength,Forearms,Cable,Male,,,,,strength
0233,Cable Standing Rear Delt Row (with rope),Strength,Back,Cable,Male,,,,,strength
0235,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior,,,strength
0237,Cable Straight Arm Pulldown (with rope),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii",,,strength
0238,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii",,,strength
0239,Cable Straight Back Seated Row,Strength,Back,Row Machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0241,Cable Triceps Pushdown (V-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,,,strength
0242,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,,,,,strength
0243,Cable Twist,Strength,Waist,Cable,Male,,,,,strength
0244,Cable Twisting Pull,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Pectoralis Major Sternal Head, Teres Major, Teres Minor",,,strength
0245,Cable Underhand Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0246,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
0247,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,,,,strength
0248,Cambered Bar Lying Row,Strength,Back,Barbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
0251,Chest Dip,Strength,Chest,Dip (Parallel) Bar,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
0253,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,,,,,strength
0257,Circles Knee Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",Quadriceps,,,mobility
0258,Clock Push-Up,Strength,Chest,Body weight,Male,,,,,strength
0259,Close Grip Push-up,Strength,Upper Arms,Body weight,Male,,,,,strength
0260,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps",,,strength
0267,Crunch (hands overhead),Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,,,strength
0271,Crunch (on stability ball),Strength,Waist,Stability (Swiss) Ball,Male,,,,,strength
0274,Crunch Floor,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,,,strength
0276,Dead Bug,Strength,Waist,Body weight,Male,Rectus Abdominis,"Gluteus Maximus, Quadriceps",,,strength
0277,Decline Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,,,strength
0279,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
0282,Decline Sit-up,Strength,Hips,Body weight,Male,Iliopsoas,"Quadriceps, Tensor Fasciae Latae",,,strength
0283,Diamond Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",,,strength
0284,Donkey Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,,,strength
0285,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbells,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
0286,Dumbbell Alternate Side Press,Strength,Shoulders,Dumbbells,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",,,strength
0287,Dumbbell Arnold Press,Strength,Shoulders,Dumbbells,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
0288,Dumbbell Around Pullover,Strength,Chest,Dumbbells,Male,Pectoralis Major Sternal Head,"Latissimus Dorsi, Teres Major",,,strength
0289,Dumbbell Bench Press,Strength,Chest,Flat Bench,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
0290,Dumbbell Bench Seated Press,Strength,Shoulders,Dumbbells/Flat Bench,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",,,strength
0291,Dumbbell Bench Squat,Strength,Thighs,Dumbbells/Flat Bench,Male,,,,,strength
0292,Dumbbell One Arm Bent-over Row,Strength,Back,Dumbbells,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",,,strength
