ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Type,Regions,category
5095,Dumbbell Single Arm Overhead Lunge,Strength,Thighs,Dumbbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
5096,Single Arm Overhead Dumbbell Squat,Strength,Thighs,Dumbbells,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
5097,Dumbbell Single Arm Alternate Decline Bench Press,Strength,Chest,Dumbbells/Decline Bench,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",,,strength
5098,Dumbbell Single Arm Alternate Fly,Strength,Chest,Dumbbells,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",,,strength
5099,Kettlebell Unilateral Farmers Walk,Strength,Weightlifting,Kettlebells,Male,,,,,strength
5100,Dumbbell Single Power Clean and Jerk,Strength,Weightlifting,Dumbbells,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,,,strength
5101,Dumbbell Single Power Clean,Strength,Weightlifting,Dumbbells,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus",,,,strength
5102,Corner Touch,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5103,Side Lunge Windmill,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5104,Alternate Single Leg Raise Plank,Strength,Hips,Body weight,Male,"Gluteus Maximus, Rectus Abdominis","Deltoid Anterior, Hamstrings, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae",,,strength
5105,Cross Jump Jack,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
5106,Alternate Toe Tap Leg Lift,Strength,Hips,Body weight,Male,,,,,strength
5108,Dumbbell Wood Chop Squat,Strength,Waist,Dumbbells,Male,,,,,strength
5121,Dumbbell Sumo Squat,Strength,"Hips, Thighs",Dumbbells,Male,,,,,strength
5123,Cable Reverse Grip Pulldown,Strength,Back,Cable,Male,,,,,strength
5124,Side Jump Twist,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5125,Knee Drive,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5126,Standing Ab Twist,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis,,,strength
5127,Forward Backward Sideward,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5142,Smith Hang Clean,Strength,Weightlifting,Smith Machine,Male,,,,,strength
5143,Power Sled Drag,Strength,Weightlifting,Sled,Male,,,,,strength
5144,Medicine Ball Chest Pass against Wall,Strength,Chest,Medicine Balls,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis","Deltoid Anterior, Obliques, Triceps Brachii",,,strength
5145,Posterior Neck Isometric,Strength,Neck,Body weight,Male,Sternocleidomastoid,,,,strength
5146,Hangback Bar Stretch,Stretching,,Body weight,Male,,,,,mobility
5147,Resistance Band Assisted Front Rack Stretch,Stretching,,Resistance Bands,Male,,,,,mobility
5148,Jumping Single Leg Lunge,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5149,Butterfly Pull-up,Strength,Back,Body weight,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior , Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",,,,strength
5150,Curtsy Lunge Slide with Towel,Strength,Hips,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Soleus, Tensor Fasciae Latae",,,strength
5151,Kipping Handstand Push-up,Strength,Shoulders,Body weight,Male,,,,,strength
5152,Bodyweight Kneeling Hold to Stand,Strength,Thighs,Body weight,Male,,,,,strength
5153,Side to Side Hop,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5154,Lateral Step-up,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
5155,Lateral Step-up with Knee Drive,Strength,Thighs,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous, Quadriceps","Gracilis, Soleus, Tensor Fasciae Latae",,,strength
5156,Mountain Climber Slide with Towel,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
5157,Plank Jack on Elbows,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
5158,Plank Jack Slide with Towel,Strength,Waist,Body weight,Male,,,,,strength
5159,Plank on Hands,Strength,Waist,Body weight,Male,,,,,strength
5160,Incline Close Grip Push-up,Strength,Upper Arms,Body weight,Male,,,,,strength
5161,Medicine Ball Throw Squat with Wall,Strength,Shoulders,Medicine Balls,Male,,,,,strength
5162,Seated Neck Stretch,Stretching,Neck,Body weight,Male,"Splenius, Trapezius Upper Fibers ",,,,mobility
5163,Handstand Push-up,Strength,Shoulders,Body weight,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior , Pectoralis Major Clavicular Head","Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii",,,strength
5164,Lateral Cone Hop,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5165,Plank Pike Slide with Towel,Strength,Waist,Body weight,Male,"Deltoid Anterior, Iliopsoas, Rectus Abdominis","Gluteus Maximus, Latissimus Dorsi, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius, Serratus Anterior, Tensor Fasciae Latae, Teres Major, Triceps Brachii",,,strength
5166,Single Leg Box Jump,Aerobic,Plyometrics,Body weight,Male,,,,,cardio
5167,Single Leg Glute Bridge with External Rotation,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous","Gracilis, Hamstrings, Quadriceps, Tensor Fasciae Latae",,,strength
5168,Double Under Jump Rope,Aerobic,Plyometrics,Battle Ropes,Male,,,,,cardio
5169,Standing Hip Adduction,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous",Gracilis,,,strength
5170,Kneeling Pulse,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings,,,strength
5171,Full Arm Rotation,Strength,Shoulders,Body weight,Male,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ","Infraspinatus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
5172,Arm Crossover,Strength,Chest,Body weight,Male,,,,,strength
5173,Bodyweight Standing Fly,Strength,Chest,Body weight,Male,,,,,strength
5174,Wall Pulse,Strength,Upper Arms,Body weight,Male,,,,,strength
5175,Arms-up and Down,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5178,Lever Single Leg Extension (plate loaded),Strength,Thighs,Leg Extension Machine,Male,Quadriceps,,,,strength
5179,Cable Standing Close Grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",,,strength
5180,Stick Figure 8,Aerobic,Plyometrics,PVC,Male,,,,,strength
5181,Lever Standing Single Leg Curl (plate loaded),Strength,Thighs,Leg Curl Machine,Male,Hamstrings,,,,strength
5187,Burpee Long Jump with Push-up,Aerobic,Cardio,Body weight,Male,,,,,strength
5188,Power Clean Thruster,Strength,Weightlifting,Body weight,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Triceps Brachii",,,,strength
5189,Snatch High Pull,Strength,Weightlifting,Body weight,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus",,,,strength
5190,Barbell Clean and Jerk,Strength,Weightlifting,Barbells,Male,"Biceps Brachii, Brachialis, Brachioradialis, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,,,strength
5191,Barbell Split Snatch,Strength,Weightlifting,Barbells,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus",,,,strength
5192,Cluster,Strength,Weightlifting,Barbells,Male,,,,,strength
5193,Power Sled Rear Drag,Strength,Thighs,Sled,Male,,,,,strength
5194,Bodyweight Muscle-up,Strength,Back,Body weight,Male,"Biceps Brachii, Brachialis, Brachioradialis, Infraspinatus, Latissimus Dorsi, Obliques, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",,,,strength
5195,Seated Neck Side Stretch,Stretching,Stretching,Body weight,Male,,,,,mobility
5196,Push-up with Twist,Strength,Waist,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Gluteus Medius, Serratus Anterior, Tensor Fasciae Latae, Triceps Brachii",,,strength
5201,Dumbbell Waiter Biceps Curl,Strength,Upper Arms,Dumbbells,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
5205,Resistance Band Overhead Shoulder Press,Strength,Shoulders,Resistance Bands,Male,,,,,strength
5208,Wide Leg Sit-up,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5210,Hip Circles Stretch,Stretching,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Gracilis, Iliopsoas, Tensor Fasciae Latae",,,,mobility
5214,Riding Outdoor Bicycle,Aerobic,Cardio,Body weight,Male,,,,,cardio
5216,Sprint,Aerobic,Cardio,Body weight,Male,,,,,strength
5218,Downward Dog,Stretching,,Body weight,Male,"Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head, Rectus Abdominis","Deltoid Lateral, Deltoid Posterior, Hamstrings, Iliopsoas, Infraspinatus, Latissimus Dorsi, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae, Teres Major, Teres Minor",,,strength
5219,Seated Forward Bend Yoga Pose,Stretching,,Body weight,Male,"Gastrocnemius, Gluteus Maximus, Hamstrings, Soleus",,,,mobility
5220,Extended Side Angle Yoga Pose,Stretching,,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Obliques, Quadriceps, Triceps Brachii",,,,mobility
5221,Lying Side Stretch,Stretching,,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",,,mobility
5222,In and Out Squat,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5223,Smith Wide Shrug,Strength,Back,Smith Machine,Male,Trapezius Upper Fibers ,Levator Scapulae,,,strength
5224,Barbell Wide Shrug,Strength,Back,Barbells,Male,Trapezius Upper Fibers ,Levator Scapulae,,,strength
5225,Smith Back Wide Shrug,Strength,Back,Smith Machine,Male,,,,,strength
5226,Barbell Back Wide Shrug,Strength,Back,Barbells,Male,,,,,strength
5227,Calf Raise with Wall Support,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,,,strength
5228,Hands Release Push-up,Strength,"Back, Chest",Body weight,Male,,,,,strength
5229,Hanging Leg Tuck,Strength,"Back, Waist",Body weight,Male,"Iliopsoas, Rectus Abdominis","Infraspinatus, Latissimus Dorsi, Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",,,strength
5230,Long Distance Running,Aerobic,Cardio,Body weight,Male,,,,,cardio
5231,Standing Power Throw,Strength,Weightlifting,Medicine Balls,Male,"Biceps Brachii, Brachialis, Deltoid Anterior, Deltoid Lateral, Deltoid Posterior , Gastrocnemius, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Rectus Abdominis, Soleus, Trapezius Middle Fibers, Trapezius Upper Fib",,,,strength
5234,Wall Walks,Strength,Chest,Body weight,Male,,,,,strength
5238,Medicine Ball Lunge with Biceps Curl,Strength,"Hips, Thighs, Upper Arms",Medicine Balls,Male,,,,,strength
5239,Dumbbell Biceps Curl with Overhead Extension on Stability Ball,Strength,Upper Arms,Dumbbells,Male,"Biceps Brachii, Triceps Brachii","Brachialis, Brachioradialis",,,strength
5240,EZ Barbell Deadlift with Biceps Curl,Strength,"Hips, Thighs, Upper Arms",EZ Bar,Male,,,,,strength
5241,Old School Reverse Extensions,Strength,"Back, Upper Arms",Barbells,Male,,,,,strength
5242,Kneeling Abdominal Draw In,Strength,Waist,Body weight,Male,Rectus Abdominis,,,,strength
5243,Cable Lying Triceps Extension (Low),Strength,Upper Arms,Cable,Male,,,,,strength
5244,Squat Bounce,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5245,Standing Opposite Touches,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5246,Side Lunge with Hip Rotation,Strength,Hips,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Gracilis, Pectineous, Sartorius, Soleus",,,strength
5247,Alternating Leg Downward Dog,Stretching,,Body weight,Male,"Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head, Rectus Abdominis","Deltoid Lateral, Deltoid Posterior, Hamstrings, Iliopsoas, Infraspinatus, Latissimus Dorsi, Obliques, Pectoralis Major Sternal Head, Tensor Fasciae Latae, Teres Major, Teres Minor",,,strength
5248,Sumo Hip Twist Stretch,Stretching,,Body weight,Male,"Gluteus Maximus, Gluteus Medius, Obliques, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Iliopsoas, Pectineous, Rectus Abdominis, Soleus",,,mobility
5249,Seated Leaning Back Stretch,Stretching,,Body weight,Male,"Deltoid Anterior, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis",,,,mobility
5250,Lying Bicycle Crunch,Strength,Waist,Body weight,Male,"Adductor Magnus, Gluteus Maximus, Hamstrings, Iliopsoas, Quadriceps, Rectus Abdominis, Sartorius, Tensor Fasciae Latae",,,,strength
5265,45 degree Bycicle Twisting Crunch,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps, Sartorius",,,strength
5266,Air Twisting Crunch,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Quadriceps, Sartorius",,,strength
5271,Rotating Push-up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Triceps Brachii",,,strength
5272,Decline Kneeling Push-up,Strength,Chest,Body weight,Male,"Gluteus Maximus, Gluteus Medius","Deltoid Anterior, Triceps Brachii",,,strength
5273,Plank Shoulder Tap,Strength,Waist,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis","Deltoid Anterior, Gluteus Maximus, Obliques, Serratus Anterior, Tensor Fasciae Latae",,,strength
5274,Lying Tuck Crunch,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5275,Lying Toe Touch,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,,,strength
5282,Landmine Kneeling Thruster Press,Strength,Shoulders,Barbells,Male,,,,,strength
5287,Barbell Full Clean,Strength,Weightlifting,Barbells,Male,,,,,strength
5288,Decline Diamond Pike Push-up,Strength,Shoulders,Body weight,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head","Pectoralis Major Sternal Head, Serratus Anterior, Triceps Brachii",,,strength
5289,Bench Dip Hold,Strength,Waist,Body weight,Male,"Gluteus Maximus, Rectus Abdominis","Deltoid Anterior, Deltoid Lateral, Deltoid Posterior, Hamstrings, Obliques, Pectoralis Major Clavicular Head, Quadriceps",,,strength
5290,Doorway Biceps Curl,Strength,Upper Arms,Body weight,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
5291,Biceps Squeeze with Towel,Strength,Upper Arms,EZ Bar,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
5298,Dumbbell Preacher Curl (Turned Torso),Strength,Upper Arms,Dumbbells,Male,,,,,strength
5299,Lever Preacher Curl (Turned Torso),Strength,Upper Arms,Hammerstrength Machine,Male,,,,,strength
5302,Balance Board,Strength,"Hips, Thighs",Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Gluteus Maximus, Gluteus Medius, Gracilis, Hamstrings, Quadriceps, Sartorius, Soleus",,,,strength
5304,Trap Bar Squat,Strength,"Hips, Thighs",Barbells/Squat Rack,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
5305,Kettlebell Sumo Squat off Stepbox,Strength,"Hips, Thighs",Kettlebells,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Soleus",,,strength
5306,Kettlebell Single Arm Clean and Press,Strength,Weightlifting,Kettlebells,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,,,strength
5307,Landmine One Leg Stiff Leg Deadlift,Strength,Hips,Barbells,Male,,,,,strength
5311,Exercise Ball Serratus Wall Slide,Strength,Back,Stability (Swiss) Ball,Male,,,,,strength
5315,Cable Glute Dominant Step-up,Strength,Hips,Cable,Male,,,,,strength
5328,Barbell Standing Shoulders Press,Strength,Shoulders,Barbells,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",,,strength
5329,Dumbbell Hip Thrust,Strength,Hips,Dumbbells,Male,Gluteus Maximus,"Hamstrings, Quadriceps",,,strength
5330,Dumbbell Pullover,Strength,Back,Dumbbells,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",,,strength
5332,Weighted Svend Bench Press,Strength,Upper Arms,Body weight,Male,,,,,strength
5333,Lever Trunk Rotation,Strength,Waist,Hammerstrength Machine,Male,,,,,strength
5338,Kneeling Back Leg Lift,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus","Hamstrings, Quadriceps",,,strength
5339,Sitting Side Crunch,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Rectus Abdominis, Sartorius, Tensor Fasciae Latae",,,strength
5340,Sitting Windshield Wipers,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Obliques, Pectineous","Gracilis, Rectus Abdominis, Tensor Fasciae Latae",,,strength
5341,Sitting Lotus Pose Hip Horizontal Rotation,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Iliopsoas, Pectineous","Gracilis, Obliques, Rectus Abdominis, Tensor Fasciae Latae",,,strength
5342,Sitting Lotus Pose Twisting Front Back Tap,Strength,Waist,Body weight,Male,"Gluteus Medius, Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Rectus Abdominis, Tensor Fasciae Latae",,,strength
5343,Standing March with Shoulders Extension,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5344,V-up Hold,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5345,Double Knee Drive,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5346,Skater Stepback,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5347,Swing and Froward Step,Aerobic,Plyometrics,Body weight,Male,,,,,strength
5348,Sitting Air Twisting Crunch on a padded stool,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5349,Lever Abduction Leg Raise,Stretching,Hips,Hammerstrength Machine,Male,,,,,strength
5350,Sitting Flutter Kick on a padded stool,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5351,Sitting Punch on a padded stool,Strength,Chest,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Rectus Abdominis, Serratus Anterior, Triceps Brachii",,,strength
5352,Side Plank Rotation a padded stool Supported,Strength,Waist,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Deltoid Lateral, Deltoid Posterior , Gluteus Maximus, Gluteus Medius, Gracilis, Infraspinatus, Obliques, Pectineous, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Rectus Abdominis, Serr",,,,strength
5353,Sitting In Out Leg Raise on a padded stool,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5354,Dip Leg Raise a padded stool Supported,Strength,Upper Arms,Body weight,Male,"Iliopsoas, Triceps Brachii","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5355,Split Squat a padded stool Supported,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",,,strength
5356,Climber a padded stool Supported,Strength,Waist,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Rectus Abdominis, Serratus Anterior, Triceps Brachii",,,strength
5368,Lying Abduction Leg Raise on floor,Stretching,Stretching,Body weight,,,,static,Core,mobility
5370,Cable Standing One Arm Hammer Curl with Rope Attachment,Strength,Upper Arms,Cable,Male,,,,,strength
5371,Roll Neck Rotation Lying on Floor,Stretching,Neck,Body weight,Male,,,,,mobility
5372,Roll Neck Decompress Lying on Floor,Stretching,Neck,Body weight,Male,,,,,strength
5373,Roll Forearms Standing Against Wall,Stretching,Forearms,Body weight,Male,,,,,mobility
5374,Roll Biceps Lying on Floor,Stretching,Upper Arms,Body weight,Male,,,,,strength
5375,Roll Triceps Side Lying on Floor,Stretching,Upper Arms,Body weight,Male,,,,,strength
5376,Roll Chest Opener Lying on Floor,Stretching,Chest,Body weight,Male,,,,,strength
5378,Roll Front Shoulder and Chest Lying on Floor,Stretching,Chest,Body weight,Male,,,,,strength
5379,Roll Posterior Shoulder Lying on Floor,Stretching,Shoulders,Body weight,Male,,,,,strength
5380,Roll Shoulder Back Rotation Lying on Floor,Stretching,Shoulders,Body weight,Male,,,,,strength
5381,Roll Rhomboids,Stretching,Back,Body weight,Male,,,,,strength
5382,Roll Middle Back Lying on Floor,Stretching,Back,Body weight,Male,,,,,strength
5383,Roll Lower Back (Side) Lying on Floor,Stretching,Back,Body weight,Male,,,,,strength
5384,Roll Thoracic Spine Lying on Floor,Stretching,Back,Body weight,Male,,,,,strength
5385,Roll Shoulder Blade Reach Lying on Floor,Stretching,Back,Body weight,Male,,,,,strength
5386,Roll Around the World Lying on Floor,Stretching,Back,Body weight,Male,,,,,strength
5387,Roll Erector Spinae Lying on Floor,Stretching,Hips,Body weight,Male,,,,,mobility
5388,Roll Kneeling Upper Back Rotation,Stretching,Back,Body weight,Male,,,,,strength
5389,Roll Pigeon Stretch,Stretching,Hips,Body weight,Male,,,,,mobility
5390,Roll Glutes Sitting on Floor,Stretching,Hips,Body weight,Male,,,,,strength
5391,Roll Glute Twist Lying on Floor,Stretching,Hips,Body weight,Male,,,,,strength
5392,Roll Hamstrings and Glute Sitting on Floor,Stretching,Thighs,Body weight,Male,,,,,strength
5394,Roll Tibialis Anterior,Stretching,Calves,Body weight,Male,,,,,strength
5395,Roll Tibialis Anterior (Single Leg) Lying on Floor,Stretching,Calves,Body weight,Male,,,,,strength
5396,Roll Peroneal Side Lying on Floor,Stretching,Calves,Body weight,Male,,,,,strength
5397,Roll Peroneal (Single Leg) Side Lying on Floor,Stretching,Calves,Body weight,Male,,,,,strength
5398,Roll Foot,Stretching,Calves,Body weight,Male,,,,,mobility
5446,Standing Biceps Curl (with leg),Strength,Upper Arms,Body weight,Male,Biceps Brachii,"Brachialis, Brachioradialis",,,strength
5447,Lever Pronated Grip Seated Row (plate loaded),Strength,Back,Row Machine,Male,,,,,strength
5448,Lever Pronated Grip Seated Scapula Retraction Shrug (plate loaded),Strength,Back,Hammerstrength Machine,Male,,,,,strength
5449,Dumbbell Standing Drag Curl,Strength,Upper Arms,Dumbbells,Male,,,,,strength
5450,EZ-bar 21s,Strength,Upper Arms,EZ Bar,Male,"Biceps Brachii, Brachialis",Brachioradialis,,,strength
5456,Rotator Cuff Warm-up,Strength,Back,Body weight,Male,"Infraspinatus, Subscapularis, Teres Minor ",,,,strength
5457,Dumbbell Squeeze Press on Floor,Strength,Chest,Dumbbells,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
5458,Dumbbell Standing Single Arm Cross Raise,Strength,Chest,Dumbbells,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",,,strength
5459,Chest Dip on Bench,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii","Deltoid Anterior, Latissimus Dorsi, Teres Major",,,strength
5460,Explosive Push-up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",,,strength
5461,T-Twist Knee Drive,Strength,Plyometrics,Body weight,Male,,,,,strength
5462,Dumbbell Standing Wrist Curl,Strength,Forearms,Dumbbells,Male,Wrist Flexors,,,,strength
5463,Dumbbell Russian Twist with Legs Floor Off,Strength,Waist,Dumbbells,Male,"Iliopsoas, Obliques, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5464,Dumbbell Starfish Crunch (beginner),Strength,Waist,Dumbbells,Male,"Iliopsoas, Obliques, Rectus Abdominis","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius, Teres Major",,,strength
5465,Dumbbell Crunch Hold with Legs Off,Strength,Waist,Dumbbells,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",,,strength
5466,Front Plank with Arm and Leg Lift,Strength,Waist,Body weight,Male,"Gluteus Maximus, Latissimus Dorsi, Rectus Abdominis, Teres Major","Deltoid Anterior, Gastrocnemius, Hamstrings, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Serratus Anterior, Soleus, Tensor Fasciae Latae, Triceps Brachii",,,strength
5467,Side-up Squat,Strength,Plyometrics,Body weight,Male,,,,,strength
